group,Location,Account Number,Account Reference,Supplier,Account Style,Data Type,Opened On,Replaced On,open,Updated On,export_months,export_qty,export_tco2e
Cleanaway waste,Unallocated Cleanaway,18837069_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2024/03/12 15:06,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18837070_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,30 Apr 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18837081_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2024/03/12 15:06,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18837091_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2024/03/12 15:06,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18837102_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,30 Nov 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18837113_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,30 Nov 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18837124_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,30 Nov 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18837135_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,30 Nov 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18837146_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,30 Nov 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18837157_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,30 Nov 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18837168_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,30 Sep 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18837180_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,30 Sep 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18837191_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,29 Feb 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18837202_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,30 Nov 2023,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18837224_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,31 Jan 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18837234_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,30 Nov 2023,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18837256_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,31 Oct 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18837267_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,30 Nov 2023,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18837278_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,31 Oct 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18837289_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,30 Nov 2023,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18837290_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,31 Oct 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18856931_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,30 Sep 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18897999_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2025/12/11 17:24,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18898000_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2025/12/11 17:24,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18898164_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2025/04/08 13:07,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18898197_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2026/01/08 13:50,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18898220_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2025/04/08 13:07,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18898231_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2025/12/11 17:24,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18898264_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2025/12/11 17:24,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18898296_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2026/01/08 13:50,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18898329_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2026/01/08 13:50,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18898330_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2026/01/08 13:50,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18898341_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2026/01/08 13:50,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18904040_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2025/12/11 17:24,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18904425_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2025/12/11 17:24,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,2291227_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2026/02/06 15:19,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,2292045_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2025/04/08 13:07,1,0.9,0.0
Cleanaway waste,Unallocated Cleanaway,2299405_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2025/07/07 16:51,1,2.3,0.0
Cleanaway waste,Unallocated Cleanaway,2325997_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2025/03/07 21:32,1,7.0,0.0
Cleanaway waste,Unallocated Cleanaway,2704887_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2025/04/08 13:07,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,2850271_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,31 Dec 2023,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,2952168_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2026/07/08 16:57,2,0.3,0.0
Cleanaway waste,Unallocated Cleanaway,2974316_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,31 Dec 2023,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,308811_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2025/10/17 16:00,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,309202_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2024/04/04 14:49,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,3112115_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,31 Jan 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,331139_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2024/04/04 14:49,2,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,3507322_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2025/03/07 21:32,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,364396_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2024/03/12 15:06,6,121.9,0.0
Cleanaway waste,Unallocated Cleanaway,3767518_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2025/12/11 16:02,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,3840161_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2025/01/08 17:23,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,3840180_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2025/01/09 09:44,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,3840184_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2024/04/04 14:49,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,3840190_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2025/01/09 09:44,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,4198948_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2025/01/08 17:23,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,4199872_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2025/10/17 16:00,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,4202081_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,30 Nov 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,4321975_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,31 Aug 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,4495237_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2025/10/17 16:53,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,4557964_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2025/12/11 17:24,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,4656984_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2026/04/08 15:10,2,18.5,0.0
Cleanaway waste,Unallocated Cleanaway,4709250_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2026/09/07 16:22,1,11.7,0.0
Cleanaway waste,Unallocated Cleanaway,53129756_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2024/05/09 17:28,3,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,60189508_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2025/01/08 17:23,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,63575_Oily Water,,Cleanaway,Liquid Waste - Oily Water [t],Liquid Waste - Oily Water [t],,,True,2026/07/08 16:57,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,10353919_Liquid,,Cleanaway,Liquid Waste [t],Liquid Waste [t],,31 Jan 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,18381440_Liquid,,Cleanaway,Liquid Waste [t],Liquid Waste [t],,,True,2024/03/12 15:06,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,2293846_Liquid,,Cleanaway,Liquid Waste [t],Liquid Waste [t],,30 Nov 2023,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,2358067_Liquid,,Cleanaway,Liquid Waste [t],Liquid Waste [t],,31 Dec 2023,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,2664578_Liquid,,Cleanaway,Liquid Waste [t],Liquid Waste [t],,,True,2024/04/04 14:41,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,28094914_Liquid,,Cleanaway,Liquid Waste [t],Liquid Waste [t],,,True,2024/03/12 15:06,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,364396_Liquid,,Cleanaway,Liquid Waste [t],Liquid Waste [t],,,True,2024/03/12 15:06,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,3767518_Liquid,,Cleanaway,Liquid Waste [t],Liquid Waste [t],,,True,2024/04/04 14:41,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,3840151_Liquid,,Cleanaway,Liquid Waste [t],Liquid Waste [t],,,True,2025/07/07 16:51,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,3840159_Liquid,,Cleanaway,Liquid Waste [t],Liquid Waste [t],,,True,2025/07/07 16:51,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,3840161_Liquid,,Cleanaway,Liquid Waste [t],Liquid Waste [t],,,True,2025/07/07 16:51,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,3840167_Liquid,,Cleanaway,Liquid Waste [t],Liquid Waste [t],,,True,2024/04/04 15:03,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,3840171_Liquid,,Cleanaway,Liquid Waste [t],Liquid Waste [t],,,True,2025/07/07 16:51,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,3840173_Liquid,,Cleanaway,Liquid Waste [t],Liquid Waste [t],,,True,2025/07/07 16:51,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,3840180_Liquid,,Cleanaway,Liquid Waste [t],Liquid Waste [t],,,True,2024/04/04 15:03,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,3840184_Liquid,,Cleanaway,Liquid Waste [t],Liquid Waste [t],,,True,2025/07/07 16:51,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,4202081_Liquid,,Cleanaway,Liquid Waste [t],Liquid Waste [t],,30 Nov 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,4209552_Liquid,,Cleanaway,Liquid Waste [t],Liquid Waste [t],,30 Nov 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,436904_Liquid,,Cleanaway,Liquid Waste [t],Liquid Waste [t],,29 Feb 2024,False,2026/04/02 17:22,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,4417480_Liquid,,Cleanaway,Liquid Waste [t],Liquid Waste [t],,,True,2025/10/17 16:00,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,4557964_Liquid,,Cleanaway,Liquid Waste [t],Liquid Waste [t],,,True,2025/12/11 17:24,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,53788279_Liquid,,Cleanaway,Liquid Waste [t],Liquid Waste [t],,,True,2025/04/08 13:07,0,0.0,0.0
Cleanaway waste,Unallocated Cleanaway,73718406_Liquid,,Cleanaway,Liquid Waste [t],Liquid Waste [t],,,True,2026/09/07 16:22,0,0.0,0.0
